Compiling 34 files with 0.8.3
Compilation finished successfully
Time, Total supply, Total borrows, Utilisation, Euler Borrow APR, Market Borrow APR
1333, 2.034090027476308, 0.0, 0.0, 0, 0.007901279251811976
4894, 2.034090027476308, 0.5100350719639282, 0.250743607743226506, 0.025074, 0.019706087980957805
10528, 2.03409231223910845, 0.51003735672672865, 0.250744449333906893, 0.025074, 0.01044581526252432
15161, 2.034094191072842955, 0.429901281569317005, 0.211347775071602772, 0.019054, 0.01829934781846361
17799, 2.034094876310700771, 0.429901966807174821, 0.211348040749653224, 0.019054, 0.017514824581929527
19375, 2.034095285687591895, 0.429902376184065945, 0.21134819947175908, 0.019054, 0.013047516627332693
24982, 1.397377555977551308, 0.429903832644224358, 0.307650449089602172, 0.027471, 0.014663508721390758
26109, 1.397377978027687637, 0.0, 0.0, 0, 0.02104295855531059
26609, 1.397377978027687637, 0.14891500494468213, 0.10656744795339227, 0.010656, 0.013060781774627236
27683, 1.397378032073341856, 0.164763156385467123, 0.11790879246970978, 0.01168, 0.012656522856873595
30529, 1.397378205756759048, 0.989756454523760315, 0.708295327955076712, 0.079816, 0.015509428807159897
33726, 1.782121556750839689, 0.989764463210226956, 0.55538549514813314, 0.063915, 0.01934170195475144
38412, 2.478566394687786598, 0.989773863429198965, 0.39933320549755785, 0.046821, 0.02307343336907215
41958, 2.478571605624011977, 0.0, 0.0, 0.004966, 0.014501518034170427
45338, 2.478571605624011977, 1.3679016261372525, 0.551891106568561629, 0.060114, 0.018966146185752732
48538, 3.175115285628049696, 1.367909970247410119, 0.430822142565709201, 0.047151, 0.019088122500344855
49581, 4.74199884832519591, 1.367912103449787033, 0.288467405244713086, 0.032581, 0.013752288517904616
54792, 5.317245916865684001, 1.367919467976929424, 0.257260899601812356, 0.028217, 0.019336181638470284
58658, 5.36065471998581814, 1.367924199950238238, 0.255178568925598913, 0.027207, 0.013164463761344971
59912, 4.813007759445843332, 1.36792567987655413, 0.28421431010409453, 0.029876, 0.01941662513151516
64410, 5.570332832377203865, 1.367931509019454663, 0.24557446568873589, 0.025002, 0.015775876195215758
68143, 2.769886201569483993, 1.367935557606626791, 0.493859840462587118, 0.049513, 0.023862393510127464
71860, 3.26336192184630906, 1.367943540736662708, 0.419182295282382481, 0.04119, 0.033680469075637647
72667, 2.6306542370919512, 1.367944982639597948, 0.520001816792080059, 0.051173, 0.04246518820347424
75526, 2.630660583462340008, 0.0, 0.0, 0, 0.03686065416888605
79783, 2.630660583462340008, 0.6773357318783212, 0.257477432146281214, 0.025747, 0.03458903364024355
83003, 2.630662364171494401, 1.530954707222556493, 0.581965488263910354, 0.058034, 0.03712027293995578
86113, 2.630671126215652802, 1.020634542837598394, 0.387974966793295204, 0.037704, 0.03167501761444886
91671, 2.184402094238172277, 1.020641325139937029, 0.467240590838150548, 0.044824, 0.03396312234229715
95888, 2.184408211931663619, 1.509353880306531201, 0.690966950253229217, 0.067168, 0.03979919784297849
101574, 2.446943032845690896, 1.509372159741168018, 0.616839926177534364, 0.059231, 0.03672297669919033
101794, 3.571730480842417523, 1.509372783422291245, 0.422588655980082561, 0.039746, 0.03374230548432883
102775, 3.571732347029925317, 0.0, 0.0, 0, 0.027231339652385098
104177, 3.571732347029925317, 1.6813611554869148, 0.47074108363272264, 0.047074, 0.028818761710143723
108689, 4.035551253404699222, 1.681372479674595865, 0.416640100471047577, 0.040668, 0.034264270744552836
111931, 4.035558283051552187, 3.01058508164625013, 0.746014521532259443, 0.130925, 0.02853048463888833
112532, 7.291185532341294343, 3.010592593462277086, 0.412908515372195818, 0.097241, 0.038146483039754916
113242, 7.770589162037528388, 3.010599184551772231, 0.387435125158818995, 0.094337, 0.04406055592500405
115115, 7.770606030301483148, 2.630372142774056361, 0.338502831377233451, 0.088388, 0.03693229220960979
119841, 7.770640872210608603, 2.167584572056194916, 0.278945405881246935, 0.079524, 0.04187534523970502
121619, 7.770650590787066518, 2.027899870152432831, 0.260969123043149566, 0.0767, 0.042869412794640425
121936, 8.449756048276850732, 2.027901433648873345, 0.239995264012671822, 0.074418, 0.033422589015505585
123500, 8.449763532663343984, 0.0, 0.0, 0.049071, 0.030754670258105844
125942, 8.449763532663343984, 0.0, 0.0, 0.049071, 0.039974628242852805
127600, 8.642714049419762454, 0.0, 0.0, 0.046742, 0.03930544900232682
130842, 9.570670807705989754, 0.0, 0.0, 0.044988, 0.03423869965277596
134528, 10.016706868943560854, 0.0, 0.0, 0.043069, 0.026277528915383954
139489, 10.016706868943560854, 3.899652452571636, 0.389314822086125738, 0.080903, 0.030769444506483244
142309, 11.735629593702284807, 3.899680664770932953, 0.332294116275076256, 0.073814, 0.032269086529009665
144551, 12.318881702987348736, 3.899701129195794682, 0.316562917253285324, 0.071191, 0.022721982607332346
147791, 12.318910226449231226, 3.821034241058568572, 0.310176320049369575, 0.069066, 0.024934271062443912
149922, 13.367811342361700723, 3.821052074150094769, 0.28583976660722583, 0.065625, 0.03418906213255836
152872, 13.527012223748453162, 3.821075530974711078, 0.28247742130862492, 0.063952, 0.027795134151857616
153966, 14.009249030902790369, 3.821084008188918635, 0.272754378179733065, 0.062485, 0.02248519568882269
157165, 16.617577774860711087, 3.821108228336379953, 0.229943754746073909, 0.056651, 0.023369158244593288
158818, 16.684688249141344927, 3.821119574913293573, 0.229019536826523705, 0.055829, 0.02521435216348884
161813, 16.684708509424837098, 4.248542611551307244, 0.254636909548128806, 0.057159, 0.03169867260808684
166221, 16.684742453833279782, 3.713398654803610828, 0.22256253970228149, 0.051963, 0.025979742018129828
171876, 16.684777055552017658, 0.0, 0.0, 0.026306, 0.02635027687284545
176335, 14.415886523751546158, 0.0, 0.0, 0.024948, 0.030640732706386307
176745, 14.415886523751546158, 0.0, 0.0, 0.024948, 0.03132178549317462
180761, 14.415886523751546158, 0.25680203867184637, 0.017813822150218826, 0.025484, 0.033550010842741416
180980, 14.478291240725359081, 0.256802084119341023, 0.017737043677985531, 0.025413, 0.041405754077123255
182392, 14.478291532935563281, 0.338932599730379383, 0.02340970956133653, 0.025579, 0.03638665733319737
187741, 14.478293003463998771, 1.516668099324005873, 0.104754621208531695, 0.032367, 0.0309539246545476
191553, 14.47829893743990602, 0.314407030488715922, 0.021715743807145776, 0.022679, 0.03375023296163269
194451, 14.478299592714254054, 0.173089309540879496, 0.011955085501061271, 0.020955, 0.026505557500389416
196427, 14.47829981999302125, 0.0, 0.0, 0.019281, 0.03499608193157639
197710, 14.47829981999302125, 1.3882821592330932, 0.095887098381262999, 0.028622, 0.038166848073845246
198744, 15.946903224752799211, 1.388283462112491961, 0.087056617986970471, 0.027439, 0.032025764268081645
203586, 15.946909073711158853, 2.732415472960499603, 0.17134451951349923, 0.034707, 0.0353513251122907
207990, 16.803681311174382256, 2.732428716641590506, 0.162608934675792506, 0.032475, 0.041400734174289015
211936, 16.803692414592220114, 3.116865678091163594, 0.185486951390784633, 0.033673, 0.043716413025431
215043, 16.803702754994881018, 5.908797614812204498, 0.3516366422903917, 0.049685, 0.04363576418582668
215431, 16.446415817657964919, 5.908801226865627449, 0.35927592323924741, 0.05034, 0.04793750587665565
216908, 16.44642974904056014, 5.30469436476642757, 0.322543825359779922, 0.046203, 0.04423234756134316
221390, 16.152813765064365857, 5.304729198717486457, 0.328408986562493691, 0.045517, 0.04669972576892038
222737, 16.152824078553345823, 7.090132916722270823, 0.438940762447607013, 0.056306, 0.05124785631026177
224633, 16.152848080352242887, 5.537695564052653887, 0.342830907373450276, 0.046064, 0.04186795544618715
228233, 17.464928725258088476, 5.537724684347977476, 0.317076855649529345, 0.042439, 0.0331831536568816
230070, 18.455342134791640749, 5.537738374383355249, 0.300061539576864411, 0.040222, 0.03594135206199377
232789, 18.455361339333638196, 5.175536255352108756, 0.280435379193663632, 0.037501, 0.04110256049359971
233648, 18.455366626053138061, 2.177079389687015321, 0.117964570078692887, 0.020944, 0.045788654228691904
236787, 18.455371164627818347, 2.485163928862601107, 0.134658030266318859, 0.021998, 0.04935377115364227
237672, 18.455372698860887739, 2.920325370069615199, 0.15823713873033109, 0.024182, 0.045364296999844025
241661, 18.455381631661537998, 4.169765741104566458, 0.225937660045513913, 0.030196, 0.035545604382126804
243606, 19.178853286040933586, 4.169773506766777546, 0.217415162657388397, 0.028875, 0.032325915292984654
248996, 19.178873865010353912, 5.017056954571478372, 0.261592885478251194, 0.032164, 0.03631028403265666
253555, 20.527390597479652304, 5.017080283578784364, 0.244409062114050686, 0.029341, 0.04068104736165625
256842, 20.527405941318028778, 5.955948688778145538, 0.290146193133438101, 0.033262, 0.03557818381330354
261204, 20.527433343207126088, 4.851603006031294848, 0.236347278537712173, 0.026769, 0.035958570421099956
263990, 20.527444817005144093, 5.558224596510903753, 0.270770407425789982, 0.029682, 0.031138730988619842
264562, 20.527447809491889942, 7.770744026817625602, 0.378553831871122054, 0.040371, 0.04107450707169413
267700, 20.527479025656639021, 8.185356750857496121, 0.398751193004600355, 0.041759, 0.04062514864323808
271834, 20.527523834169421458, 8.055028142449731618, 0.392401353788302726, 0.040246, 0.03430902169195686
274297, 20.981218036714838781, 8.055053462022338541, 0.383917342068838673, 0.03888, 0.03608380176735516
278923, 20.981263977469045195, 9.465372485049396755, 0.451134521505181397, 0.044861, 0.031488269665586543
280436, 21.523183485660343917, 9.465392857732239977, 0.439776618734792901, 0.043434, 0.03059079893591839
284326, 22.608256682234692324, 9.465443570035065384, 0.418671979139059488, 0.040537, 0.040026061954066175
289563, 22.512734371380089066, 9.465507290259949666, 0.420451249240217881, 0.039734, 0.04386302748381425
292929, 21.556139582961109243, 9.465547434046327143, 0.439111437259772568, 0.041023, 0.04747006128088579
293367, 21.556144976146200558, 9.440480206639358851, 0.437948446583843876, 0.040829, 0.048631348321876634
298337, 21.556205722042757827, 9.70852457196563182, 0.450381885251631876, 0.041235, 0.04420137579084082
304030, 20.618020625174746391, 9.708596841713139684, 0.470879189530874535, 0.042395, 0.05058309986140971
308704, 22.133018985424896032, 9.708657845921307025, 0.438650409703018027, 0.038316, 0.04142677463217897
312745, 22.255438586193056931, 9.708705513884458924, 0.436239684798105727, 0.0374, 0.04168802487183282
317758, 22.255496306081953005, 10.826964256299018098, 0.48648496117070368, 0.041762, 0.04648931364154493
321854, 22.255555034633044353, 12.081699362117937246, 0.542862190734716205, 0.046955, 0.040060301621971335
325419, 22.255619166304151032, 11.731094396690611325, 0.527107078398067299, 0.044901, 0.034895884425030846
330759, 22.255708361072019505, 10.395650009962492798, 0.467100387968138888, 0.037977, 0.036400385155359
335100, 22.235034408033626212, 10.39570435583669603, 0.467537138241651536, 0.037387, 0.032897600988344246
336599, 22.815453487607757293, 10.395722830653570411, 0.455643927318824521, 0.035972, 0.024200873699410735
340244, 22.815496710375054501, 10.188831363295939299, 0.446575040317342682, 0.034515, 0.030407923528466795
343738, 25.505655670451736779, 10.188870326947595577, 0.399474942287070326, 0.029206, 0.03836203469842484
345453, 18.166683383734446466, 10.188886510140830264, 0.560855622070424665, 0.045229, 0.033152373805738065
350159, 19.025039366965468819, 10.188955279372892617, 0.535555016882892842, 0.04212, 0.04086409371587861
352535, 19.377776992828450972, 10.18898761375577207, 0.525807868339419375, 0.040857, 0.03668375306957411
358266, 19.377852646429530562, 9.39519781175805826, 0.484842050519419755, 0.035928, 0.03552266352743419
359831, 19.377869397692738116, 11.861913599079102814, 0.612137142409034065, 0.048575, 0.04182322975444277
363240, 19.536188033966925004, 11.861975885993611002, 0.607179653746656473, 0.047825, 0.032861653639327575
368562, 19.536283773399262125, 11.463270397707032323, 0.586768217060580367, 0.045308, 0.03366025273195392
368880, 20.620477560471165405, 11.463275634999628603, 0.555917078126957778, 0.042188, 0.029242070055207965
372952, 21.152469764338056392, 11.46333808160022029, 0.541938516367805006, 0.040342, 0.02523172540776848
375142, 21.152501879262668636, 11.281186577373871414, 0.533326347954784328, 0.039237, 0.019376883180577297
380432, 21.932891033624113046, 11.281260828789451524, 0.514353571150048979, 0.036702, 0.014398113403079171
385338, 21.932955447650111877, 11.181160031609115275, 0.509788115801195425, 0.03568, 0.012879743472473332
